ticker,ATIVO,DIV_BRUTA,DISPONIBILIDADES,DIV_LIQUIDA,ATIVO_CIRCULANTE,PATRIM_LIQ,RECEITA_LIQUIDA,EBIT,LUCRO_LIQUIDO,NRO_ACOES,CRES_REC_(5A),ROIC,LIQUIDEZ_CORR,SETOR,SUBSETOR,DEPOSITOS,CART_DE_CREDITO,RESULT_INT_FINANC,REC_SERVICOS
TMAR6,79800900000.0,28293800000.0,13067600000.0,15226100000.0,25319800000.0,20448500000.0,27907000000.0,3584370000.0,128545000.0,344497000.0,0.14800000000000002,0.057999999999999996,1.62,TELEFONIA_FIXA,TELEFONIA_FIXA,,,,
TMCP3,2655000000.0,58424000.0,527705000.0,-469281000.0,1144580000.0,1798930000.0,1630340000.0,102527000.0,133838000.0,44402000.0,0.105,0.055,2.3,TELEFONIA_MOVEL,TELEFONIA_MOVEL,,,,
TMCP4,2655000000.0,58424000.0,527705000.0,-469281000.0,1144580000.0,1798930000.0,1630340000.0,102527000.0,133838000.0,44402000.0,0.105,0.055,2.3,TELEFONIA_MOVEL,TELEFONIA_MOVEL,,,,
TMGC11,1693780000.0,58424000.0,200009000.0,-141585000.0,685404000.0,1167010000.0,1630340000.0,106290000.0,149697000.0,2372000.0,0.105,0.087,1.69,TELEFONIA_MOVEL,TELEFONIA_MOVEL,,,,
TMGC12,1693780000.0,58424000.0,200009000.0,-141585000.0,685404000.0,1167010000.0,1630340000.0,106290000.0,149697000.0,2372000.0,0.105,0.087,1.69,TELEFONIA_MOVEL,TELEFONIA_MOVEL,,,,
TMGC13,1693780000.0,58424000.0,200009000.0,-141585000.0,685404000.0,1167010000.0,1630340000.0,106290000.0,149697000.0,2372000.0,0.105,0.087,1.69,TELEFONIA_MOVEL,TELEFONIA_MOVEL,,,,
TMGC3,1693780000.0,58424000.0,200009000.0,-141585000.0,685404000.0,1167010000.0,1630340000.0,106290000.0,149697000.0,2372000.0,0.105,0.087,1.69,TELEFONIA_MOVEL,TELEFONIA_MOVEL,,,,
TMGC7,1693780000.0,58424000.0,200009000.0,-141585000.0,685404000.0,1167010000.0,1630340000.0,106290000.0,149697000.0,2372000.0,0.105,0.087,1.69,TELEFONIA_MOVEL,TELEFONIA_MOVEL,,,,
TNCP3,19228600000.0,1129680000.0,1042350000.0,87328100.0,4684770000.0,13081500000.0,10553900000.0,2752680000.0,2262380000.0,178627000.0,0.978,0.165,1.15,TELEFONIA_MOVEL,TELEFONIA_MOVEL,,,,
TNCP4,19228600000.0,1129680000.0,1042350000.0,87328100.0,4684770000.0,13081500000.0,10553900000.0,2752680000.0,2262380000.0,178627000.0,0.978,0.165,1.15,TELEFONIA_MOVEL,TELEFONIA_MOVEL,,,,
TNEP3,1469440000.0,61837000.0,294709000.0,-232872000.0,710851000.0,955105000.0,1025180000.0,214472000.0,217738000.0,0.0,0.08199999999999999,0.205,2.39,,,,,,
TNEP4,1469440000.0,61837000.0,294709000.0,-232872000.0,710851000.0,955105000.0,1025180000.0,214472000.0,217738000.0,0.0,0.08199999999999999,0.205,2.39,,,,,,
TNLP3,77696700000.0,27689300000.0,11467400000.0,16221900000.0,23188600000.0,13736000000.0,28246500000.0,2857240000.0,373802000.0,476661000.0,0.154,0.046,1.48,TELEFONIA_FIXA,TELEFONIA_FIXA,,,,
TNLP4,77696700000.0,27689300000.0,11467400000.0,16221900000.0,23188600000.0,13736000000.0,28246500000.0,2857240000.0,373802000.0,476661000.0,0.154,0.046,1.48,TELEFONIA_FIXA,TELEFONIA_FIXA,,,,
TOTS3,4913730000.0,232216000.0,1062730000.0,-830516000.0,2592930000.0,2566020000.0,2485870000.0,989379000.0,252228000.0,577913000.0,0.031,0.263,1.42,PROGRAMAS_E_SERVICOS,PROGRAMAS_E_SERVICOS,,,,
TOYB3,17064000.0,1023000.0,52000.0,971000.0,11272000.0,-13852000.0,14299000.0,-8317000.0,-1567000.0,30064000.0,-0.27,-0.594,0.49,VIAGENS_E_LAZER,BRINQUEDOS_E_JOGOS,,,,
TOYB4,17064000.0,1023000.0,52000.0,971000.0,11272000.0,-13852000.0,14299000.0,-8317000.0,-1567000.0,30064000.0,-0.27,-0.594,0.49,VIAGENS_E_LAZER,BRINQUEDOS_E_JOGOS,,,,
TPIS3,3629870000.0,1901280000.0,110385000.0,1790890000.0,246922000.0,701690000.0,1019390000.0,-6005010.0,-53637000.0,176000000.0,-0.153,-0.002,0.24,TRANSPORTE,EXPLORACAO_DE_RODOVIAS,,,,
TPRC3,39831200000.0,3088450000.0,3329710000.0,-241258000.0,8359060000.0,22847800000.0,17126000000.0,3328920000.0,1902120000.0,2421030000.0,0.023,0.09699999999999999,1.34,TELECOMUNICACOES,TELECOMUNICACOES,,,,
TPRC6,39831200000.0,3088450000.0,3329710000.0,-241258000.0,8359060000.0,22847800000.0,17126000000.0,3328920000.0,1902120000.0,2421030000.0,0.023,0.09699999999999999,1.34,TELECOMUNICACOES,TELECOMUNICACOES,,,,
TRFO3,189044000.0,19659000.0,33862000.0,-14203000.0,139529000.0,76165000.0,244290000.0,35610000.0,19048000.0,43378000.0,0.165,0.276,1.43,EQUIPAMENTOS_ELETRICOS,EQUIPAMENTOS_ELETRICOS,,,,
TRFO4,189044000.0,19659000.0,33862000.0,-14203000.0,139529000.0,76165000.0,244290000.0,35610000.0,19048000.0,43378000.0,0.165,0.276,1.43,EQUIPAMENTOS_ELETRICOS,EQUIPAMENTOS_ELETRICOS,,,,
TRIS3,1960090000.0,394741000.0,367564000.0,27177000.0,1372150000.0,1104980000.0,804829000.0,161335000.0,152948000.0,186618000.0,0.259,0.105,3.15,CONSTRUCAO_E_ENGENHARIA,CONSTRUCAO_CIVIL,,,,
TROR3,26688000.0,1560990000.0,4000.0,1560990000.0,17901000.0,-1959650000.0,23734000.0,-2161000.0,-414281000.0,5400000.0,0.063,-0.098,0.01,MATERIAIS_DIVERSOS,MATERIAIS_DIVERSOS,,,,
TROR4,26688000.0,1560990000.0,4000.0,1560990000.0,17901000.0,-1959650000.0,23734000.0,-2161000.0,-414281000.0,5400000.0,0.063,-0.098,0.01,MATERIAIS_DIVERSOS,MATERIAIS_DIVERSOS,,,,
TRPL3,22150100000.0,3316210000.0,1340760000.0,1975450000.0,4433480000.0,13331300000.0,4271390000.0,2995960000.0,2280650000.0,658883000.0,-0.085,0.145,3.17,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
TRPL4,22150100000.0,3316210000.0,1340760000.0,1975450000.0,4433480000.0,13331300000.0,4271390000.0,2995960000.0,2280650000.0,658883000.0,-0.085,0.145,3.17,ENERGIA_ELETRICA,ENERGIA_ELETRICA,,,,
TRPN3,80698000.0,0.0,63450000.0,-63450000.0,75453000.0,59358000.0,122503000.0,88546000.0,72627000.0,45300000.0,0.057999999999999996,5.23,3.61,HOLDINGS_DIVERSIFICADAS,HOLDINGS_DIVERSIFICADAS,,,,
TSEP3,2939660000.0,0.0,454449000.0,-454449000.0,1493390000.0,2047020000.0,2077950000.0,179731000.0,111150000.0,91831000.0,0.045,0.091,1.88,,,,,,
TSEP4,2939660000.0,0.0,454449000.0,-454449000.0,1493390000.0,2047020000.0,2077950000.0,179731000.0,111150000.0,91831000.0,0.045,0.091,1.88,,,,,,
TSPP3,22435500000.0,3446180000.0,1567410000.0,1878770000.0,7055840000.0,9816290000.0,19298400000.0,4246620000.0,2933480000.0,400714000.0,0.131,0.239,0.89,TELEFONIA_MOVEL,TELEFONIA_MOVEL,,,,
TSPP4,22435500000.0,3446180000.0,1567410000.0,1878770000.0,7055840000.0,9816290000.0,19298400000.0,4246620000.0,2933480000.0,400714000.0,0.131,0.239,0.89,TELEFONIA_MOVEL,TELEFONIA_MOVEL,,,,
TUPY3,6401910000.0,2531220000.0,1433710000.0,1097500000.0,3525530000.0,2536900000.0,4126080000.0,274306000.0,-89748000.0,144178000.0,0.086,0.062,2.11,MATERIAL_DE_TRANSPORTE,MATERIAL_RODOVIARIO,,,,
TUPY4,6401910000.0,2531220000.0,1433710000.0,1097500000.0,3525530000.0,2536900000.0,4126080000.0,274306000.0,-89748000.0,144178000.0,0.086,0.062,2.11,MATERIAL_DE_TRANSPORTE,MATERIAL_RODOVIARIO,,,,
TVIT3,708505000.0,175785000.0,55327000.0,120458000.0,258462000.0,314984000.0,1007450000.0,107202000.0,73214000.0,88990000.0,,0.17600000000000002,1.04,PROGRAMAS_E_SERVICOS,PROGRAMAS_E_SERVICOS,,,,
TXRX3,183073000.0,213538000.0,713000.0,212825000.0,60047000.0,-303725000.0,80577000.0,-1434000.0,1774000.0,4259000.0,0.013000000000000001,-0.012,0.18,TECIDOS_VESTUARIO_E_CALCADOS,FIOS_E_TECIDOS,,,,
TXRX4,183073000.0,213538000.0,713000.0,212825000.0,60047000.0,-303725000.0,80577000.0,-1434000.0,1774000.0,4259000.0,0.013000000000000001,-0.012,0.18,TECIDOS_VESTUARIO_E_CALCADOS,FIOS_E_TECIDOS,,,,
UBBR11,183181000000.0,,,,,10317200000.0,,,33560000.0,2734420000.0,0.106,,,FINANCEIROS,BANCOS,0.0,0.0,0.0,0.0
UBBR3,183181000000.0,,,,,10317200000.0,,,33560000.0,2734420000.0,0.106,,,FINANCEIROS,BANCOS,0.0,0.0,0.0,0.0
UBBR4,183181000000.0,,,,,10317200000.0,,,33560000.0,2734420000.0,0.106,,,FINANCEIROS,BANCOS,0.0,0.0,0.0,0.0
UCAS3,206694000.0,0.0,35403000.0,-35403000.0,107252000.0,160532000.0,139528000.0,8459000.0,11120000.0,66086000.0,-0.084,0.051,2.91,UTILIDADES_DOMESTICAS,MOVEIS,,,,
UCOP4,1502330000.0,154099000.0,72222000.0,81877000.0,266382000.0,972713000.0,66534000.0,55838000.0,70367000.0,195000000.0,0.092,0.039,13.37,ALIMENTOS,ACUCAR_E_ALCOOL,,,,
UGPA3,34088200000.0,19539400000.0,6980050000.0,12559400000.0,15650400000.0,9116420000.0,84129500000.0,1599470000.0,233189000.0,1115010000.0,0.03,0.065,2.41,HOLDINGS_DIVERSIFICADAS,HOLDINGS_DIVERSIFICADAS,,,,
UGPA4,34088200000.0,19539400000.0,6980050000.0,12559400000.0,15650400000.0,9116420000.0,84129500000.0,1599470000.0,233189000.0,1115010000.0,0.03,0.065,2.41,HOLDINGS_DIVERSIFICADAS,HOLDINGS_DIVERSIFICADAS,,,,
UNIP3,4108310000.0,761384000.0,757880000.0,3504000.0,1516110000.0,1401020000.0,3066370000.0,310008000.0,34362000.0,94433000.0,0.345,0.1,1.38,QUIMICOS_,PETROQUIMICOS,,,,
UNIP5,4108310000.0,761384000.0,757880000.0,3504000.0,1516110000.0,1401020000.0,3066370000.0,310008000.0,34362000.0,94433000.0,0.345,0.1,1.38,QUIMICOS_,PETROQUIMICOS,,,,
UNIP6,4108310000.0,761384000.0,757880000.0,3504000.0,1516110000.0,1401020000.0,3066370000.0,310008000.0,34362000.0,94433000.0,0.345,0.1,1.38,QUIMICOS_,PETROQUIMICOS,,,,
UOLL4,1680220000.0,235211000.0,25644000.0,209567000.0,493661000.0,1003690000.0,1147700000.0,155630000.0,54164000.0,120132000.0,0.22,0.106,1.01,PROGRAMAS_E_SERVICOS,PROGRAMAS_E_SERVICOS,,,,
USIM3,27867400000.0,6259430000.0,3734300000.0,2525130000.0,10391300000.0,13629200000.0,14486700000.0,1178820000.0,-667265000.0,1253080000.0,0.151,0.052000000000000005,2.82,SIDERURGIA_E_METALURGIA,SIDERURGIA,,,,
USIM5,27867400000.0,6259430000.0,3734300000.0,2525130000.0,10391300000.0,13629200000.0,14486700000.0,1178820000.0,-667265000.0,1253080000.0,0.151,0.052000000000000005,2.82,SIDERURGIA_E_METALURGIA,SIDERURGIA,,,,
USIM6,27867400000.0,6259430000.0,3734300000.0,2525130000.0,10391300000.0,13629200000.0,14486700000.0,1178820000.0,-667265000.0,1253080000.0,0.151,0.052000000000000005,2.82,SIDERURGIA_E_METALURGIA,SIDERURGIA,,,,
VAGV3,2169100000.0,2559450000.0,14955000.0,2544500000.0,1091470000.0,-8194580000.0,5800870000.0,-294835000.0,-1698960000.0,69927000.0,0.011000000000000001,-0.151,0.52,TRANSPORTE,TRANSPORTE_AEREO,,,,
VAGV4,2169100000.0,2559450000.0,14955000.0,2544500000.0,1091470000.0,-8194580000.0,5800870000.0,-294835000.0,-1698960000.0,69927000.0,0.011000000000000001,-0.151,0.52,TRANSPORTE,TRANSPORTE_AEREO,,,,
VALE3,451140000000.0,84982400000.0,49889400000.0,35093000000.0,98957100000.0,194640000000.0,170609000000.0,77219600000.0,15480900000.0,5284470000.0,0.17,0.201,1.64,MINERACAO,MINERAIS_METALICOS,,,,
VALE5,451140000000.0,84982400000.0,49889400000.0,35093000000.0,98957100000.0,194640000000.0,170609000000.0,77219600000.0,15480900000.0,5284470000.0,0.17,0.201,1.64,MINERACAO,MINERAIS_METALICOS,,,,
VCPA4,40818600000.0,20667100000.0,6110890000.0,14556200000.0,12127700000.0,14149000000.0,18264500000.0,7155180000.0,3051910000.0,553734000.0,0.22699999999999998,0.23,1.46,MADEIRA_E_PAPEL,PAPEL_E_CELULOSE,,,,
VGOR3,661755000.0,255990000.0,15360000.0,240630000.0,203684000.0,135178000.0,790431000.0,35546000.0,-32836000.0,165447000.0,0.048,0.06,1.04,ALIMENTOS,LATICINIOS,,,,
VGOR4,661755000.0,255990000.0,15360000.0,240630000.0,203684000.0,135178000.0,790431000.0,35546000.0,-32836000.0,165447000.0,0.048,0.06,1.04,ALIMENTOS,LATICINIOS,,,,
VIGR3,4527950000.0,1343400000.0,420572000.0,922830000.0,1734200000.0,1593560000.0,5335890000.0,328432000.0,111280000.0,162768000.0,0.547,0.091,1.26,ALIMENTOS,LATICINIOS,,,,
VINE3,2143170000.0,674617000.0,210208000.0,464409000.0,1112110000.0,1118520000.0,1264000000.0,161280000.0,180507000.0,42389000.0,0.022000000000000002,0.086,1.91,TECIDOS_VESTUARIO_E_CALCADOS,FIOS_E_TECIDOS,,,,
VINE5,2143170000.0,674617000.0,210208000.0,464409000.0,1112110000.0,1118520000.0,1264000000.0,161280000.0,180507000.0,42389000.0,0.022000000000000002,0.086,1.91,TECIDOS_VESTUARIO_E_CALCADOS,FIOS_E_TECIDOS,,,,
VIVA3,1853540000.0,320500000.0,584679000.0,-264179000.0,1242230000.0,1079630000.0,0.0,0.0,0.0,236198000.0,,,2.45,TECIDOS_VESTUARIO_E_CALCADOS,ACESSORIOS,,,,
VIVO3,22435500000.0,3446180000.0,1567410000.0,1878770000.0,7055840000.0,9816290000.0,19298400000.0,4246620000.0,2933480000.0,400714000.0,0.131,0.239,0.89,TELEFONIA_MOVEL,TELEFONIA_MOVEL,,,,
VIVO4,22435500000.0,3446180000.0,1567410000.0,1878770000.0,7055840000.0,9816290000.0,19298400000.0,4246620000.0,2933480000.0,400714000.0,0.131,0.239,0.89,TELEFONIA_MOVEL,TELEFONIA_MOVEL,,,,
VIVR3,484292000.0,203580000.0,12053000.0,191527000.0,195383000.0,-154240000.0,-66140000.0,-59689000.0,-163904000.0,95168000.0,-0.49700000000000005,-0.13,0.44,CONSTRUCAO_E_ENGENHARIA,CONSTRUCAO_CIVIL,,,,
VIVT3,109237000000.0,12633000000.0,8356260000.0,4276750000.0,22281200000.0,69847300000.0,43310500000.0,6097780000.0,4751990000.0,1690980000.0,0.006,0.065,1.11,TELECOMUNICACOES,TELECOMUNICACOES,,,,
VIVT4,109237000000.0,12633000000.0,8356260000.0,4276750000.0,22281200000.0,69847300000.0,43310500000.0,6097780000.0,4751990000.0,1690980000.0,0.006,0.065,1.11,TELECOMUNICACOES,TELECOMUNICACOES,,,,
VLID3,3021780000.0,1372200000.0,558222000.0,813977000.0,1397760000.0,1151140000.0,1996200000.0,132681000.0,-111708000.0,71225000.0,0.037000000000000005,0.057999999999999996,1.42,SERVICOS,SERVICOS_DIVERSOS,,,,
VNET3,78617800000.0,6992190000.0,3568550000.0,3423640000.0,65557200000.0,9155900000.0,10707500000.0,946770000.0,438112000.0,2716820000.0,-0.075,,,SERVICOS_FINANCEIROS_DIVERSOS,SERVICOS_FINANCEIROS_DIVERSOS,,,,
VPSC3,161730000.0,7576000.0,4435000.0,3141000.0,70724000.0,1232000.0,184709000.0,-42150000.0,-101601000.0,529960000.0,-0.1,-0.28600000000000003,0.43,TRANSPORTE,SERVICOS_DE_APOIO_E_ARMAZENAGEM,,,,
VPSC4,161730000.0,7576000.0,4435000.0,3141000.0,70724000.0,1232000.0,184709000.0,-42150000.0,-101601000.0,529960000.0,-0.1,-0.28600000000000003,0.43,TRANSPORTE,SERVICOS_DE_APOIO_E_ARMAZENAGEM,,,,
VPTA3,107416000.0,291909000.0,2481000.0,289428000.0,82754000.0,-867658000.0,22126000.0,-42829000.0,-87703000.0,548710000.0,-0.589,-0.45,0.23,TRANSPORTE,TRANSPORTE_AEREO,,,,
VPTA4,107416000.0,291909000.0,2481000.0,289428000.0,82754000.0,-867658000.0,22126000.0,-42829000.0,-87703000.0,548710000.0,-0.589,-0.45,0.23,TRANSPORTE,TRANSPORTE_AEREO,,,,
VSPT3,8832160000.0,0.0,186729000.0,-186729000.0,748396000.0,4736050000.0,2613360000.0,189119000.0,-45983000.0,136243000.0,1.368,,,TRANSPORTE,TRANSPORTE_FERROVIARIO,,,,
VSPT4,8832160000.0,0.0,186729000.0,-186729000.0,748396000.0,4736050000.0,2613360000.0,189119000.0,-45983000.0,136243000.0,1.368,,,TRANSPORTE,TRANSPORTE_FERROVIARIO,,,,
VTLM3,242000.0,0.0,0.0,0.0,23000.0,-19776000.0,33000.0,-4471000.0,-6224000.0,16308000.0,0.435,5.2170000000000005,0.0,PRODS_DE_USO_PESSOAL_E_DE_LIMPEZA,PRODUTOS_DE_USO_PESSOAL,,,,
VULC3,1500030000.0,278454000.0,322387000.0,-43933000.0,945033000.0,1029360000.0,1070540000.0,67787000.0,20511000.0,245756000.0,0.013999999999999999,0.059000000000000004,4.08,TECIDOS_VESTUARIO_E_CALCADOS,CALCADOS,,,,
VULC4,1500030000.0,278454000.0,322387000.0,-43933000.0,945033000.0,1029360000.0,1070540000.0,67787000.0,20511000.0,245756000.0,0.013999999999999999,0.059000000000000004,4.08,TECIDOS_VESTUARIO_E_CALCADOS,CALCADOS,,,,
VVAR11,28987000000.0,8342000000.0,4743000000.0,3599000000.0,16429000000.0,5049000000.0,24920000000.0,1113000000.0,-1159000000.0,1597340000.0,0.075,0.059000000000000004,1.17,COMERCIO,ELETRODOMESTICOS,,,,
VVAR3,28987000000.0,8342000000.0,4743000000.0,3599000000.0,16429000000.0,5049000000.0,24920000000.0,1113000000.0,-1159000000.0,1597340000.0,0.075,0.059000000000000004,1.17,COMERCIO,ELETRODOMESTICOS,,,,
VVAR4,28987000000.0,8342000000.0,4743000000.0,3599000000.0,16429000000.0,5049000000.0,24920000000.0,1113000000.0,-1159000000.0,1597340000.0,0.075,0.059000000000000004,1.17,COMERCIO,ELETRODOMESTICOS,,,,
VVAX3,526477000.0,223775000.0,108439000.0,115336000.0,132215000.0,144676000.0,352634000.0,-25967000.0,-133146000.0,110398000.0,,-0.065,2.19,,,,,,
VVAX4,526477000.0,223775000.0,108439000.0,115336000.0,132215000.0,144676000.0,352634000.0,-25967000.0,-133146000.0,110398000.0,,-0.065,2.19,,,,,,
WEGE3,19048900000.0,1969990000.0,3597570000.0,-1627580000.0,11581800000.0,11122500000.0,16358500000.0,2919680000.0,2099130000.0,2098660000.0,0.146,0.205,2.35,MAQUINAS_E_EQUIPAMENTOS,MOTORES_COMPRESSORES_E_OUTROS,,,,
WEGE4,19048900000.0,1969990000.0,3597570000.0,-1627580000.0,11581800000.0,11122500000.0,16358500000.0,2919680000.0,2099130000.0,2098660000.0,0.146,0.205,2.35,MAQUINAS_E_EQUIPAMENTOS,MOTORES_COMPRESSORES_E_OUTROS,,,,
WHRL3,5694080000.0,203738000.0,1284660000.0,-1080920000.0,4279610000.0,1841660000.0,7989660000.0,440355000.0,1417440000.0,1502790000.0,-0.065,0.196,1.25,UTILIDADES_DOMESTICAS,ELETRODOMESTICOS,,,,
WHRL4,5694080000.0,203738000.0,1284660000.0,-1080920000.0,4279610000.0,1841660000.0,7989660000.0,440355000.0,1417440000.0,1502790000.0,-0.065,0.196,1.25,UTILIDADES_DOMESTICAS,ELETRODOMESTICOS,,,,
WISA3,58934000.0,105877000.0,39000.0,105838000.0,6690000.0,-205386000.0,7815000.0,-5581000.0,-4904000.0,6856000.0,-0.48700000000000004,-0.098,0.18,SIDERURGIA_E_METALURGIA,ARTEFATOS_DE_FERRO_E_ACO,,,,
WISA4,58934000.0,105877000.0,39000.0,105838000.0,6690000.0,-205386000.0,7815000.0,-5581000.0,-4904000.0,6856000.0,-0.48700000000000004,-0.098,0.18,SIDERURGIA_E_METALURGIA,ARTEFATOS_DE_FERRO_E_ACO,,,,
WIZS3,656816000.0,110000.0,121668000.0,-121558000.0,220358000.0,271409000.0,681847000.0,385605000.0,192729000.0,159907000.0,0.161,0.7759999999999999,0.88,PREVIDENCIA_E_SEGUROS,CORRETORAS_DE_SEGUROS,,,,
WLMM3,578271000.0,31085000.0,120128000.0,-89043000.0,254854000.0,439677000.0,1039280000.0,54744000.0,54037000.0,36414700.0,0.266,0.12300000000000001,2.92,COMERCIO,MATERIAL_DE_TRANSPORTE,,,,
WLMM4,578271000.0,31085000.0,120128000.0,-89043000.0,254854000.0,439677000.0,1039280000.0,54744000.0,54037000.0,36414700.0,0.266,0.12300000000000001,2.92,COMERCIO,MATERIAL_DE_TRANSPORTE,,,,
WMBY3,3351410000.0,1382630000.0,223227000.0,1159400000.0,1663800000.0,212439000.0,728706000.0,70689100.0,-31574000.0,24000000.0,-0.145,0.024,1.44,TECIDOS_VESTUARIO_E_CALCADOS,FIOS_E_TECIDOS,,,,
WSON33,5628620000.0,2635820000.0,533045000.0,2102780000.0,940897000.0,2312510000.0,1690140000.0,705441000.0,64754000.0,71596000.0,0.006,0.147,1.41,TRANSPORTE,SERVICOS_DE_APOIO_E_ARMAZENAGEM,,,,
YDUQ3,9294300000.0,4766900000.0,1907370000.0,2859530000.0,3047210000.0,3199140000.0,3589550000.0,585764000.0,298916000.0,309089000.0,0.040999999999999995,0.08199999999999999,1.48,DIVERSOS,EDUCACIONAL,,,,
